,title,platform,summary,release_date,developer,genre,rating,meta_overview,meta_pos,meta_mixed,meta_neg,user_overview,user_pos,user_mixed,user_neg,genre_action,genre_adventure,genre_fighting,genre_platform,genre_puzzle,genre_racing,genre_roleplay,genre_shooter,genre_simulation,genre_sports,genre_strategy,genre_misc
98,Fast RMX,Switch,"Jump into the driver's seat of your anti-gravity vehicle and put your skills to the test in high octane competitions. Play locally with three of your friends in splitscreen or online against 7 other players from all around the world. Drive through abandoned mines in the depths of the earth, to dense jungle areas, futuristic cities, crossing vast deserts and finally up into the stratosphere and beyond. Become a legend and master all courses on even the highest speed. [Nintendo]",03-Mar-17,Shin'en,"['Racing', 'Arcade', 'Futuristic']",E,Generally favorable reviews,46,8,0,Generally favorable reviews,311,53,46,0,0,0,0,0,1,0,0,0,0,0,0
99,Fate/Extella: The Umbral Star,Switch,"
In the digital realm of SE.RA.PH, the Holy Grail War is over, but the land's new ruler faces challenges and threats from all sides. The servants now find themselves drawing up tense and unlikely alliances, preparing for a conflict that may tear SE.RA.PH apart...or destroy it entirely.
",25-Jul-17,Marvelous Inc.,"['Action', ""Beat-'Em-Up"", '3D']",T,Mixed or average reviews,8,12,1,Mixed or average reviews,21,11,7,1,0,0,0,0,0,0,0,0,0,0,0
100,Felix the Reaper,Switch,"Felix The Reaper is a romantic comedy about the life of Death. A 3D shadow manipulation puzzle adventure game of dance, dying people and love. Felix works at The Ministry of Death and is in love with Betty The Maiden from The Ministry of Life. He believes that going to the human world as a field reaper will enable him to one day meet her. Hence he’s taken the job of making sure people die – and taught himself to dance to impress the love of his life. Since Felix only moves in the shadows, he needs to manipulate his surroundings to find his way through the world. Luckily reapers like Felix are able to turn the sun and move shadowing objects around. This enables him to create the necessary shadow paths. He does so to solve the adventure plots, that makes people die according to the ministerial plans.",17-Oct-19,Kong Orange,"['Adventure', 'General']",T,Mixed or average reviews,5,11,0,Mixed or average reviews,6,1,3,0,1,0,0,0,0,0,0,0,0,0,0
101,FIFA 18,Switch,"The game takes advantage of the console’s unique portability, allowing players to enjoy the game in docked, handheld or tabletop mode, and utilizing local multiplayer connection for Local Seasons. Multiple control schemes are also featured, so whether you prefer to play handheld, dual Joy-Con, single Joy-Con or Pro Controller, there’s an option to fit your playstyle.",29-Sep-17,EA Vancouver,"['Sports', 'Team', 'Soccer', 'Sim']",E,Mixed or average reviews,11,16,0,Mixed or average reviews,117,42,76,0,0,0,0,0,0,0,0,1,1,0,0
102,FIFA 19,Switch,"Introducing the prestigious UEFA Champions League, offering authentic in match atmospheres, featuring gameplay updates including elevated on-pitch personality and a striking overhaul, and providing new and unrivaled ways to play. Champions Rise in FIFA 19. Play the pinnacle of club football across a variety of modes in FIFA 19 with official match presentation, breadth in tournament experiences, including UEFA Champions League, Europa League and Super Cup, and an all-new commentary team in Derek Rae and Lee Dixon. The UEFA Champions League, Europa League and Super Cup come to life across experiences in EA SPORTS FIFA 19. From live content updates in FIFA 19 Ultimate Team, to authentic Career Mode integration, to an all-new standalone UEFA Champions League Mode, you can experience the greatest club football competition in the world no matter where you play in FIFA 19. In-Match Experience - Immerse yourself in the most authentic football experience ever seen before on Nintendo Switch. Featuring distinctive team and player personalities, introducing official broadcast presentation for the some of the world’s biggest leagues, and elevating your ability to finish with the all-new striking overhaul ",25-Sep-18,EA Sports,"['Sports', 'Team', 'Soccer', 'Sim']",E,Mixed or average reviews,11,13,0,Generally unfavorable reviews,29,16,78,0,0,0,0,0,0,0,0,1,1,0,0
103,Final Fantasy Crystal Chronicles: Remastered Edition,Switch,"The Return of a Masterpiece FINAL FANTASY CRYSTAL CHRONICLES is back and more beautiful than ever on Nintendo Switch and PlayStation 4, fifteen years after the classic original. FINAL FANTASY CRYSTAL CHRONICLES Remastered Edition follows a young group, known as the Crystal Caravans, as they embark on an epic journey to search for myrrh, a precious and rare liquid needed to cleanse and maintain a crystal protecting their world from the deadly gas, miasma. Team up with faraway friends to take down fearsome foes! Enlist comrades to your crystal caravan in an online multiplayer mode for up to four players.",27-Aug-20,Square Enix,"['Role-Playing', 'Action RPG']",T,Mixed or average reviews,3,18,0,Generally unfavorable reviews,23,8,45,1,0,0,0,0,0,1,0,0,0,0,0
104,Final Fantasy IX,Switch,"The last Final Fantasy for the PlayStation, Final Fantasy IX returns to the pure fantasy roots that spawned the series. This latest installment features highly detailed characters, vehicles, and environments, and breathtaking cinema-graphics. The addition of brand new features such as the story-enhancing Active Time Event system and the return of minigames that grant additional gameplay make Final Fantasy IX not only a memorable gaming experience, but also a significant step forward in the series.",13-Feb-19,SquareSoft,"['Role-Playing', 'Japanese-Style']",T,Generally favorable reviews,13,6,0,Mixed or average reviews,59,8,15,0,0,0,0,0,0,1,0,0,0,0,0
105,Final Fantasy VII,Switch,"Mako. The discovery of this natural resource drawn directly from the planet's life force marked the dawn of a new era, and now the energy sustains the lives of people across the world. However, the Shinra Company has monopolized mako production, and in doing so established a powerful hegemony--its influence reaching the far corners of the globe. Cloud, a former member of Shinra's military organization, SOLDIER, joins the anti-Shinra resistance group AVALANCHE, despite caring little for their motives. During one of the group's attempts to stop the company, they learn of the return of Sephiroth, Cloud's nemesis, and that with his reemergence, the planet is in greater danger than anyone had expected. With the fate of the world riding on their success, Cloud and his allies set out to quell this deadly threat.",26-Mar-19,Square Enix,"['Role-Playing', 'Japanese-Style']",T,Generally favorable reviews,21,6,0,Mixed or average reviews,68,6,20,0,0,0,0,0,0,1,0,0,0,0,0
106,Final Fantasy X / X-2 HD Remaster,Switch,"
Two of the Most Celebrated RPGs of their Generation - Now in Beautiful High Definition! Over 200 hours of gameplay, including the International version content never before released in North America. Relive the fateful journey with fully remastered HD visuals and rearranged music.
",16-Apr-19,Square Enix,"['Miscellaneous', 'Compilation']",T,Generally favorable reviews,27,0,0,Generally favorable reviews,90,3,23,0,0,0,0,0,0,0,0,0,0,0,1
107,Final Fantasy XII: The Zodiac Age,Switch,"Enter an era of war within the world of Ivalice. The small kingdom of Dalmasca, conquered by the Archadian Empire, is left in ruin and uncertainty. Princess Ashe, the one and only heir to the throne, devotes herself to the resistance to liberate her country. Vaan, a young man who lost his family in the war, dreams of flying freely in the skies. In a fight for freedom and fallen royalty, join these unlikely allies and their companions as they embark on a heroic adventure to free their homeland. Final Fantasy XII: The Zodiac Age improves upon the 2006 classic Final Fantasy XII, now more beautiful and easier to play than ever. The high-definition remaster introduces several modern advancements, including reconstructed battle design and a revamped job system. With newly implemented trophies and share functions, as well as stark visual and sound improvements in true HD for the first time, players both returning and new to the game will experience a grand adventure that spans the world of Ivalice in an entirely fresh and improved way.",30-Apr-19,Square Enix,"['Role-Playing', 'Japanese-Style']",T,Generally favorable reviews,29,1,0,Generally favorable reviews,99,15,8,0,0,0,0,0,0,1,0,0,0,0,0
108,Fire Emblem Warriors,Switch,"Clash with legions of soldiers and fierce monsters as Marth, Xander, Corrin, and other Fire Emblem heroes unleashing over-the-top-powerful Dynasty Warriors-style moves. Take direct control of known and original Fire Emblem characters, issue them strategic commands in the midst of battle, pair up heroes to unleash stunning attacks, and more. Unlock new playable heroes, each with their own unique moves, special attacks, weapon types, and voiced dialogue in this large-scale action game from the Hyrule Warriors team.",20-Oct-17,Omega Force,"['Action', ""Beat-'Em-Up"", '3D']",T,Mixed or average reviews,48,22,2,Generally favorable reviews,267,54,42,1,0,0,0,0,0,0,0,0,0,0,0
109,Fire Emblem: Shadow Dragon & the Blade of Light,Switch,"Play the Famicom classic that started the Fire Emblem™ legacy—localized for the first time. Meet Marth and recruit some of the most beloved Fire Emblem characters in their 8-bit glory as you play through all 25 chapters of this classic Famicom tactical role-playing game, localized and released for the first time in North America—for a limited time. From defending the kingdom of Talys to facing off against the titular Shadow Dragon, this scrappy hero must be poised to take on any challenge. Luckily, he has a capable group of allies at his side: Tiki, Minerva, the Whitewing Sisters, and more. See Marth’s humble beginnings from a refugee in Talys to the hero of Archanea!",04-Dec-20,Intelligent Systems,"['Strategy', 'Turn-Based', 'Tactics']",E,Mixed or average reviews,3,25,0,Mixed or average reviews,11,6,2,0,0,0,0,0,0,0,0,0,0,1,0
110,Fire Emblem: Three Houses,Switch,"War is coming to the continent of Fódlan. Here, order is maintained by the Church of Seiros, which hosts the prestigious Officer's Academy within its headquarters. You are invited to teach one of its three mighty houses, each comprised of students brimming with personality and represented by a royal from one of three territories. As their professor, you must lead your students in their academic lives and in turn-based, tactical RPG battles wrought with strategic, new twists to overcome. Which house, and which path, will you choose?",26-Jul-19,"Intelligent Systems, Koei Tecmo Games","['Strategy', 'Turn-Based', 'Tactics']",T,Generally favorable reviews,98,4,0,Generally favorable reviews,2071,87,207,0,0,0,0,0,0,0,0,0,0,1,0
111,Fire Emblem: Three Houses - Side Story: Cindered Shadows,Switch,"
Work with a group called the Ashen Wolves, a forgotten group of students who inhabit the underground facility called Abyss. Yuri, Hapi, Balthus, and Constance are the four members of the Ashen Wolves.
",13-Feb-20,Intelligent Systems,"['Strategy', 'Turn-Based', 'Tactics']",T,Generally favorable reviews,8,8,0,Generally favorable reviews,24,6,6,0,0,0,0,0,0,0,0,0,0,1,0
112,Fitness Boxing 2: Rhythm & Exercise,Switch,"Work out at home and punch to the beat. Jab, uppercut, dodge, and more to catchy pop tunes in this rhythmic boxing game. Pass a Joy-Con™ controller to an exercise buddy and box to the beat together. Customize your workout with the help of a virtual instructor. Choose from nine virtual instructors, select a challenge level from light to heavy and have a workout prepared for you by your trainer, or create one all by yourself from scratch in Free Training. Check out detailed examples, practice specific moves, and receive helpful feedback from your instructor to get the most out of your workout. Warm up with the original Fitness Boxing game and then transfer your profile to the Fitness Boxing 2: Rhythm and Exercise game. Keep your progress from the original Fitness Boxing game and transfer your profile to the Fitness Boxing 2: Rhythm and Exercise game. Get your daily workout on and box (and bop) to the beat. Pass a Joy-Con controller (or two) to a workout partner to enjoy a 2-player boxing session lead by your in-game instructor. These virtual trainers have different personalities and styles, so try them out and find the one that suits you best! Complete achievements to receive tickets you can redeem for outfits to deck out your trainer in fitness fashion. Whatever difficulty you play on, you can revisit specific exercises for practice or watch detailed examples to observe perfect form. Fitness Boxing 2: Rhythm & Exercise is a way to get in a guided workout, track your activity, and listen to some popular, upbeat jams.",04-Dec-20,"Nintendo, Jupiter Corporation, Imagineer Co.,Ltd.","['Miscellaneous', 'Exercise / Fitness']",E,Mixed or average reviews,7,20,1,Mixed or average reviews,6,2,5,0,0,0,0,0,0,0,0,0,0,0,1
113,Flip Wars,Switch,"Leap into the air and Hip Drop onto the board below to flip adjacent panels around where you land and change them to your colour. Knock Out your opponent by flipping any panels they’re standing on, and watch them fly off the board – be careful where you stand, though, as they can send you flying, too! Prevent your rivals from reclaiming nearby panels and catch them off guard by adjusting your landing zone in mid-air, or by performing a Hip Drop feint. [Nintendo]",06-Jul-17,"OVER FENCE CO.,LTD., Over Fence","['Puzzle', 'General']",T,Mixed or average reviews,1,18,6,Mixed or average reviews,4,5,4,0,0,0,0,1,0,0,0,0,0,0,0
114,Floor Kids,Switch,"
                    Merj Media                ",07-Dec-17,Merj Media,"['Action', 'Rhythm', 'Dancing']",E,Generally favorable reviews,11,5,0,Generally favorable reviews,13,6,2,1,0,0,0,0,0,0,0,0,0,0,0
115,Football Manager Touch 2018,Switch,"
                    Sports Interactive                ",13-Apr-18,Sports Interactive,"['Sports', 'Team', 'Soccer', 'Management']",E,Generally favorable reviews,11,5,0,Mixed or average reviews,10,4,4,0,0,0,0,0,0,0,0,0,1,0,0
116,Freedom Planet,Switch,"Freedom Planet is a combat-based platform adventure that pits a spunky dragon girl and her friends against an alien attack force. Theres trouble around every turn, from insects to giant robots to sheer explosive destruction, but youll have a variety of special fighting abilities to blast your way through each stage. - As Lilac, you can use Dragon powers to whip enemies with your hair, spin like a cyclone, or fly through the air at high speed like a comet. - As Carol, you can bust through foes with a flurry of punches and kicks or summon motorcycles that let you ride up walls and ceilings.",30-Aug-18,GalaxyTrail,"['Action', 'Platformer', '2D']",E10+,Generally favorable reviews,13,3,0,Generally favorable reviews,19,2,3,1,0,0,1,0,0,0,0,0,0,0,0
117,Friday The 13th: The Game - Ultimate Slasher Switch Edition,Switch,"Play as Jason Voorhees. For the first time on Switch, you will have the opportunity to play as Jason Voorhees, the most famous killer in horror. Stalk your prey, ambush them whenever you see fit and strike fear in the hearts of so many hapless victims as you become the legend himself! Friday the 13th: The Game will include a variety of kills, new and familiar, that will help you set the tone for the Jason Voorhees that you want to be. You’ll even get to unlock various Jason incarnations from the movies. Jason will be equipped with a terrifying array of abilities, giving you the control of a hunter at the height of his game. These are his woods, and he knows them all too well. Jason will not only feed off the fear of his victims, but will become stronger as the night progresses. The darker the night, the more terrifying Jason becomes.",13-Aug-19,"Black Tower Studios, Nighthawk Interactive","['Action Adventure', 'Survival']",M,Mixed or average reviews,8,11,1,Generally favorable reviews,26,2,9,1,1,0,0,0,0,0,0,0,0,0,0
118,Furi,Switch,"Fight your way free in our frenzied all-boss fighter, and discover what’s waiting behind the last gate. Furi is all about the tension of one-on-one fights against deadly adversaries. It’s an intense, ultra-responsive game with a unique mix of fast-paced sword fighting and dual-stick shooting. Each of the formidable guardians - designed by Afro Samurai creator Takashi Okazaki - has a unique and surprising combat style that requires focus and skill to defeat. The high-energy action gets a boost from an explosive soundtrack composed by electro musicians including Carpenter Brut.",11-Jan-18,The Game Bakers,"['Action', 'General', 'Fighting', '3D']",M,Mixed or average reviews,9,7,0,Mixed or average reviews,33,5,9,1,0,1,0,0,0,0,0,0,0,0,0
119,Gal Metal,Switch,"Take down alien invaders with the power of metal. One night while on his way home from school, a high school boy is abducted by the Octoids, an extraterrestrial species bent on revenge. The boy's soul is transplanted into a high school girl's body in a sinister experiment. Now sharing a body, the duo must work together with her high school band, K.M.G. (Kichijoji Metal Girls) to defeat the aliens with their greatest weakness: metal.",30-Oct-18,DMM GAMES,"['Action', 'Rhythm', 'Music']",T,Mixed or average reviews,3,16,2,Mixed or average reviews,7,0,3,1,0,0,0,0,0,0,0,0,0,0,0
120,Gato Roboto,Switch,Pounce inside of your cozy armored mech and set off on a dangerous trek through an alien underworld full of irritable creatures and treacherous obstacles in a valiant effort to save your stranded captain and his crashed spaceship. Tiptoe outside the friendly confines of your technological marvel and follow your feline instincts through tight tunnels and mysterious waterways to scavenge for new weapons and gear. Adventure awaits the most curious of cats in Gato Roboto.,30-May-19,Doinksoft,"['Action', 'Platformer', '2D']",E,Mixed or average reviews,12,13,0,Mixed or average reviews,28,9,7,1,0,0,1,0,0,0,0,0,0,0,0
121,Gear.Club Unlimited,Switch,"For the first time on Nintendo Switch, drive through an authentic world of cars with Gear.Club Unlimited. Get behind the wheel of the most incredible cars from the most prestigious manufacturers. Race through over 400 challenging races. Learn to master the controls of the world's fastest supercars and collect them in your garage: you can customize and tune them across the numerous workshops, then take them to the race track for the win. Challenge your friends, competing among up to 4 players on the same screen, or beat their times online. [Nintendo.com]",21-Nov-17,Eden Games Mobile,"['Action', 'General', 'Racing', 'Simulation', 'Automobile']",E,Mixed or average reviews,6,27,2,Mixed or average reviews,35,9,16,1,0,0,0,0,1,0,0,1,0,0,0
122,Gear.Club Unlimited 2,Switch,"On the mountainside, through a nature park, in the middle of the desert or along the coast, defend your position over the course of more than 250 races, including championships, missions and challenges. As you progress through the races, admire the growing collection of cars in your personal garage. Gear.Club Unlimited 2 has more than 50 licensed cars from the world’s most famous manufacturers, such as the Porsche 718 Boxster, 918 Spyder, 911 GT2RS, Dodge Viper, Lotus 3-Eleven or McLaren 720s. ",04-Dec-18,Eden Games Mobile,"['Racing', 'Simulation', 'Automobile']",E,Mixed or average reviews,3,15,5,Mixed or average reviews,10,6,7,0,0,0,0,0,1,0,0,1,0,0,0
123,Giga Wrecker Alt.,Switch,"In the near future, where Earth has been ravaged by robot invaders, the fate of the planet rests of the shoulders of a young girl who becomes more than human. Saved from death and cursed with cybernetic powers beyond comprehension, it's up to Reika Rekkeiji to save humanity from the evil Ajeet in this exciting new game from legendary developer Game Freak. GIGA WRECKER ALT. combines frantic platforming, intense combat and physics-based puzzle challenges into one exciting adventure. By destroying robotic enemies and the world around her, Reika can form the resulting debris into all manner of weapons and tools. Use these to overcome obstacles and solve puzzles, navigate through platform-laiden levels, then take the fight to the robot invaders and save mankind from extinction before it's too late.",12-Apr-19,Game Freak,"['Action', 'Platformer', '2D']",T,Mixed or average reviews,8,9,0,Generally unfavorable reviews,1,3,3,1,0,0,1,0,0,0,0,0,0,0,0
124,Go Vacation,Switch,"Welcome to Kawawii Island, a paradise resort where friends and family can enjoy 50+ co-op and competitive activities. There are all sorts of exciting ways to explore the island, from horseback to buggies, snow mobiles to inline skates. And to add to the fun, up to 4 players* can enjoy visiting and discovering every corner of the island together. If you're playing multiplayer, each player can use just one Joy-Con™ controller. Experience hours of fun and something new every day. Customize your character, costumes, vehicles and even pets! Daily presents and challenges mean that you will want to keep coming back to the island of Kawawii to explore more terrain and play through activities all over again. Mii or in-game characters of friends and family may show up, and if they do, you can compete against them anytime. Or customize your very own villa by earning over 450 pieces of furniture. ",27-Jul-18,Bandai Namco Games,"['Miscellaneous', 'Party / Minigame']",E,Mixed or average reviews,3,23,1,Generally favorable reviews,41,1,10,0,0,0,0,0,0,0,0,0,0,0,1
125,Golden Force,Switch,"Defeat forces of evil along with Gutz, Spina, Drago, and Elder! Have some fun with their individual skills and movesets in a journey through Muscle Island. The King of Demons set his sights on Muscle Island, a paradisaical and peaceful place where it’s good to live. This evil person settled his army and persecutes the population with the help of his generals. Wasting their last coins in the taverns of the island, mercenaries from the feared GOLDEN FORCE enjoy their last moments of vacation when they receive a new contract: beat down this new evil in order to take back the mountain of gold in his possession. When there is gold and a promise of great battles, you can count on the GOLDEN FORCE to save your skin!",28-Jan-21,"Storybird, Storybird Studio","['Action Adventure', 'Open-World']",M,Mixed or average reviews,4,10,2,No user score yet,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
126,Golf Peaks,Switch,"No understanding of golf is required – just grab your Joy-Con controllers and conquer the mountain peaks by making your way to the hole, however not in the usual skill-shot based style. Instead, plan your strategy and use action cards to move the ball! Solve over 100 enjoyable yet challenging puzzles accompanied by relaxing music and minimalist, eye-pleasing graphics and conquer the summits. Golf Peaks is a relaxing puzzler where you climb mountains by playing golf. The title uniquely combines puzzle mechanics with an easy-to-learn card-based movement system, providing the player with numerous action cards. Each card moves the ball in a different way and at varying distances.",14-Mar-19,Afterburn,"['Sports', 'Individual', 'Golf', 'Arcade']",E,Generally favorable reviews,15,7,0,Generally favorable reviews,9,6,1,0,0,0,0,0,0,0,0,0,1,0,0
127,Golf Story,Switch,"Tee up anywhere - on and off the course. Golf Story combines the sheer excitement of golf with a serious story that plays out over 8 different courses. Play the story of a golfer who is forced to give up all that he holds dear for one last shot at accomplishing his dreams. But all is not so simple in the world of golf. To best today's players you have to be able to keep up with them both on and off the course. Features: *    Tee up anywhere! Youll be surprised by how many problems can be solved by hitting a golf ball at them.*    Explore 8 unique environments, each with their own courses, challenges, people and secrets.*    Play through a dramatic story with a diverse cast of characters.",28-Sep-17,SideBar Games,"['Action Adventure', 'General']",E,Generally favorable reviews,32,7,0,Generally favorable reviews,247,43,22,1,1,0,0,0,0,0,0,0,0,0,0
128,Good Job!,Switch,"As the clumsy child of a CEO, you must climb the corporate ladder one office-themed puzzle at a time! Complete puzzles in multiple ways as you experiment with the interactive environments—a projector can be wheeled gently through an electric door…or catapulted through the wall. So toil (or tumble) your way to the top and make your father proud.",26-Mar-20,"Nintendo, Paladin Studios","['Action', 'General']",E,Generally favorable reviews,18,10,0,Generally favorable reviews,27,5,4,1,0,0,0,0,0,0,0,0,0,0,0
129,Gorogoa,Switch,"
                    Jason Roberts, Buried Signal                ",14-Dec-17,"Jason Roberts, Buried Signal","['Puzzle', 'General']",E,Generally favorable reviews,14,1,1,Generally favorable reviews,39,6,6,0,0,0,0,1,0,0,0,0,0,0,0
130,Graceful Explosion Machine,Switch,"Skillfully pilot the Graceful Explosion Machine, a fighter ship armed with a ludicrously overpowered quad-weapon array! Lost in deep space, you'll shoot, dash and combo your way through jewel-hued alien worlds, fighting crystalline enemies to find a way home. The GEM fighter is the most advanced single pilot fighter in the galaxy, offering precise controls, nimble movement, and devastating firepower. [Nintendo.com]",06-Apr-17,Vertex Pop,"['Action', 'Shooter', ""Shoot-'Em-Up"", 'Horizontal']",E,Generally favorable reviews,14,5,0,Generally favorable reviews,63,13,8,1,0,0,0,0,0,0,1,0,0,0,0
131,Grandia HD Collection,Switch,"Grandia and Grandia 2, a pair of games originally released on Sega's Saturn and Dreamcast consoles, respectively, are coming to Nintendo Switch. Both games feature newly retouched details for the user interface, sprites, and textures, enhanced cinematics, Japanese and English audio tracks, and Japanese and English language support along with new French and German translations.",16-Aug-19,GungHo,"['Role-Playing', 'Miscellaneous', 'Compilation', 'Japanese-Style']",T,Mixed or average reviews,10,7,0,Mixed or average reviews,30,1,11,0,0,0,0,0,0,1,0,0,0,0,1
132,GRIS,Switch,"
 Gris is a hopeful young girl lost in her own world, dealing with a painful experience in her life. Her journey through sorrow is manifested in her dress, which grants new abilities to better navigate her faded reality. 
",13-Dec-18,Nomada Studio,"['Action', 'Platformer', '2D']",E,Generally favorable reviews,38,5,0,Generally favorable reviews,248,25,21,1,0,0,1,0,0,0,0,0,0,0,0
133,Guacamelee! 2,Switch,"Brawling has never been more beautiful! The long-awaited sequel to the smash hit action-platformer is here: Guacamelee! 2 brings luchador Juan Aguacate out of retirement for a stunning new Metroidvania-style adventure, where he must face his greatest challenge yet - one that threatens to tear apart the very fabric of the Mexiverse!Explore a huge, hand-crafted world inspired by Mexican culture and folklore, filled with sassy new villains and weirdos (and a few old friends!). Learn a deep repertoire of bone-crunching wrestling moves to fend off the skeletal hordes and overcome skillful platforming challenges... and who said anything about a Chicken Illuminati? Certainly not us!Check out these features:* An epic adventure spanning time and space, featuring drop-in 4-player local co-op for you and your best amigos!* A brand new upgrade system: discover ""trainers"" around the world, defeat their challenges, and develop your skill sets for movement, combat, and more!* A vibrant, colorful adventure that takes you from the Mangrove Swamp to Hell itself, featuring twice as many enemy types as the first game and a roster of eccentric new bosses!* An absolutely fuego electro-Mexican soundtrack, and more gorgeous visuals than ever thanks to a fancy new rendering engine!* Definitely no secret society of chickens that teaches you ancient chicken abilities previously lost to the ages!",10-Dec-18,DrinkBox Studios,"['Action', 'Platformer', '2D']",,Generally favorable reviews,17,0,0,Generally favorable reviews,49,2,5,1,0,0,1,0,0,0,0,0,0,0,0
134,Hades,Switch,"Defy the god of the dead as you hack and slash out of the Underworld in this rogue-like dungeon crawler from the creators of Bastion, Transistor, and Pyre. Hades is a god-like rogue-like dungeon crawler that combines the best aspects of Supergiant's critically acclaimed titles, including the fast-paced action of Bastion, the rich atmosphere and depth of Transistor, and the character-driven storytelling of Pyre. BATTLE OUT OF HELL As the immortal Prince of the Underworld, you'll wield the powers and mythic weapons of Olympus to break free from the clutches of the god of the dead himself, while growing stronger and unraveling more of the story with each unique escape attempt. UNLEASH THE FURY OF OLYMPUS The Olympians have your back! Meet Zeus, Athena, Poseidon, and many more, and choose from their dozens of powerful Boons that enhance your abilities. There are thousands of viable character builds to discover as you go. BEFRIEND GODS, GHOSTS, AND MONSTERS A fully-voiced cast of colorful, larger-than-life characters is waiting to meet you! Grow your relationships with them, and experience thousands of unique story events as you learn about what's really at stake for this big, dysfunctional family. BUILT FOR REPLAYABILITY New surprises await each time you delve into the ever-shifting Underworld, whose guardian bosses will remember you. Use the powerful Mirror of Night to grow permanently stronger, and give yourself a leg up the next time you run away from home. NOTHING IS IMPOSSIBLE Permanent upgrades mean you don't have to be a god yourself to experience the exciting combat and gripping story. Though, if you happen to be one, crank up the challenge and get ready for some white-knuckle action that will put your well-practiced skills to the test. SIGNATURE SUPERGIANT STYLE The rich, atmospheric presentation and unique melding of gameplay and narrative that's been core to Supergiant's games is here in full force: spectacular hand-painted environments and a blood-pumping original score bring the Underworld to life.",17-Sep-20,Supergiant Games,"['Action Adventure', 'General', 'Linear']",T,Universal acclaim,48,0,0,Generally favorable reviews,388,21,27,1,1,0,0,0,0,0,0,0,0,0,0
135,Has-Been Heroes,Switch,"Embark on an epic journey with the Has-Been Heroes, a group of legendary champions once celebrated throughout the kingdom - almost forgotten until the King has one more quest, the most epic of them all: TO TAKE THE TWIN PRINCESSES TO SCHOOL! Key features: * Meet the epic band of heroes as the young and eager Rogue, joining the company of the wise monk Metacles, the giant-wrestling warrior Crux... wait until you meet the others, incl. the Anthropologist turned Mexican Wrestler, the ever-vigilant and paranoid Bodyguard, and many more! * Unlock and collect hundreds of game-changing items and spells, boosting the heroes' powers and making each run unique! * Combine spells for devastating effects, learning the power of magic as you gain more elements. * Face countless monsters, each bigger and more menacing than the next. Can you wipe out the army of evil led by the Great Ghoul? * In roguelike fashion, die and try again - choose your heroes wisely and prepare for battle!",28-Mar-17,"Frozenbyte, Inc.","['Strategy', 'Turn-Based', 'General', 'Tactics']",E10+,Mixed or average reviews,2,11,7,Mixed or average reviews,82,27,23,0,0,0,0,0,0,0,0,0,0,1,0
136,Hatsune Miku: Project Diva MegaMix,Switch,"[Also known as ""Hatsune Miku Project Diva Mega39""] Based on the popular Hatsune Miku: Project DIVA Future Tone, Hatsune Miku: Project DIVA Mega Mix takes the series to a new dimension on the Nintendo Switch, giving both new fans and Project DIVA veterans ways to play at home or on the go. Rhythm game modes features both traditional button controls, as well as a new game mode exclusive to the unique functions of the Nintendo Switch.",15-May-20,Sega AM2,"['Action', 'Rhythm', 'Music']",T,Generally favorable reviews,22,7,0,Generally favorable reviews,50,3,6,1,0,0,0,0,0,0,0,0,0,0,0
137,Headliner: NoviNews,Switch,"
An adventure where you control the news and its impact on society, your friends and career. Different choices lead to unique combinations of endings. Share your story with the community, and see what the players before you did. 
",05-Sep-19,Unbound Creations,"['Adventure', 'General']",T,Generally favorable reviews,6,9,0,Generally favorable reviews,5,3,1,0,1,0,0,0,0,0,0,0,0,0,0
138,Hellblade: Senua's Sacrifice,Switch,"
An independent game from Ninja Theory - makers of Heavenly Sword, Enslaved: Odyssey to the West & DmC: Devil May Cry. Hellblade: Senua's Sacrifice takes you on a journey into savage viking heartland with Senua, a Celtic warrior struggling with trauma & psychosis.
",11-Apr-19,"Ninja Theory, QLOC","['Action Adventure', 'General']",M,Generally favorable reviews,17,1,0,Mixed or average reviews,97,10,24,1,1,0,0,0,0,0,0,0,0,0,0
139,Hob: The Definitive Edition,Switch,"From the creators of Torchlight and Torchlight II. Traverse and transform the mysterious world of Hob. This vibrant, atmospheric adventure game is set in a stunning and brutal world in disarray. As players delve into the mysteries around them, they discover a planet in peril. Can it be mended, or will the world fall further into chaos? Now with enhanced performance and features, only available on Nintendo Switch in this definitive edition. ",03-Apr-19,"Panic Button, Runic Games","['Action', 'Action Adventure', 'General']",E10+,Generally favorable reviews,11,7,0,Mixed or average reviews,19,6,6,1,1,0,0,0,0,0,0,0,0,0,0
140,Hollow Knight,Switch,"Hollow Knight is a 2D action-adventure game with an emphasis on traditional 2D animation and skillful gameplay. Journey to Hallownest, a vast and ancient underground kingdom inhabited by a bizarre collection of insects and monsters. Players will forge their own path as they explore ruined cities, forests of fungus, temples of bone and other fantastic lands, all on their way to uncovering an ancient mystery.",12-Jun-18,Team Cherry,"['Action Adventure', 'General']",E10+,Universal acclaim,27,0,0,Universal acclaim,1146,55,84,1,1,0,0,0,0,0,0,0,0,0,0
